angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,Name,n_Name,o,RAJ2000,DEJ2000,Bmag,Jmag,Hmag,Ksmag,SpType,r_SpType,Field,st,AV,Teff,VMAG,Mass,Age,SimbadName
0.031531,307.5766407563897,40.8962665791443,0.001,0.001,0,2067793351620401024,307.57662367181,0.0247,40.89624883940,0.0295,0.5588,0.0310,-2.999,0.054,-4.120,0.060,1,2.41028e+05,7.74234e+01,12.233197,4.29772e+04,1.30972e+02,13.768294,3.16828e+05,3.39366e+02,11.009862,2.758432,,,0,4120.53,2.4730,1.2510,13.48,47.216,307.57662917,40.89626667,J20301839+4053466,,,20 30 18.391,+40 53 46.56,15.15,8.921,8.27,7.963,O9V,,Cygnus OB2,N,6.9,32882,-4.45,21.9,4.5,2MASS J20301838+4053466
0.004507,307.1940244877955,41.1185734109997,0.001,0.001,90,2067998101300361984,307.19400520148,0.0208,41.11855099368,0.0216,0.6135,0.0263,-3.375,0.043,-5.207,0.039,1,1.47868e+05,6.19072e+01,12.763683,3.09879e+04,7.96051e+01,14.123408,1.83847e+05,2.33038e+02,11.600779,2.522630,,,0,3666.49,2.2823,1.1287,14.12,32.471,307.194025,41.11857222,J20284657+4107069,,,20 28 46.566,+41 07 06.86,15.29,9.7,9.136,8.834,B2II,,Cygnus OB2,N,5.4,17804,-3.0,8.1,31.6,2MASS J20284656+4107068
0.008936,308.0653315273439,40.7713871653248,0.001,0.001,0,2067743976676134784,308.06531722803,0.0216,40.77136820116,0.0243,0.7211,0.0265,-2.515,0.045,-4.405,0.045,0,1.69944e+05,3.96115e+01,12.612602,3.57269e+04,1.06663e+02,13.968899,2.09152e+05,2.62734e+02,11.460763,2.508136,,,0,3418.67,2.3197,1.1690,16.29,32.656,308.06532917,40.77138889,J20321568+4046170,,,20 32 15.679,+40 46 17.00,15.11,9.609,9.117,8.826,B0.2IV,,Cygnus OB2,N,5.5,27274,-3.34,13.4,7.9,2MASS J20321568+4046170
0.009769,307.4191736538560,41.1662627963862,0.001,0.001,0,2067811768440282880,307.41915667272,0.0189,41.16624519998,0.0239,0.5321,0.0249,-2.969,0.038,-4.087,0.045,0,3.33263e+05,4.77800e+02,11.881399,9.89989e+04,3.84308e+02,12.862312,3.53749e+05,1.99786e+03,10.890183,1.972130,,,0,3822.00,,,21.32,87.356,307.41917083,41.16626111,J20294060+4109585,,,20 29 40.601,+41 09 58.54,13.54,9.406,8.991,8.776,B1[e],,Cygnus OB2,N,4.5,25953,-3.26,12.5,10.0,2MASS J20294060+4109585
0.026484,308.2970880887351,40.7093758516654,0.001,0.001,0,2067751604537938688,308.29707512553,0.0280,40.70935467083,0.0339,0.5132,0.0370,-2.282,0.060,-4.919,0.063,1,1.86694e+05,5.20324e+01,12.510541,2.86383e+04,1.07499e+02,14.209020,2.54582e+05,4.26676e+02,11.247353,2.961667,,,0,3753.15,2.4673,1.2450,17.56,55.136,308.29708333,40.70936944,J20331130+4042337,,,20 33 11.300,+40 42 33.73,15.66,9.084,8.435,8.105,B0:III:,,Cygnus OB2,N,6.6,26248,-4.16,15.9,8.7,2MASS J20331129+4042338
0.003058,308.1646119259029,40.8798492698975,0.001,0.001,0,2067768195993175936,308.16459584559,0.0348,40.87982871394,0.0368,0.5861,0.0412,-2.824,0.070,-4.774,0.076,0,2.76005e+05,8.33292e+01,12.086074,4.98699e+04,2.15944e+02,13.606792,3.58845e+05,4.64806e+02,10.874652,2.732141,,,0,4005.25,2.4580,1.2497,15.10,52.886,308.1646125,40.87985,J20323951+4052475,,,20 32 39.507,+40 52 47.46,15.05,8.884,8.289,8.004,B0:V:,,Cygnus OB2,N,6.1,30110,-4.31,18.8,6.3,2MASS J20323949+4052475
0.026312,307.3949989412741,41.3358187493333,0.001,0.001,90,2068007034832335104,307.39497867716,0.0279,41.33580104197,0.0299,0.5407,0.0352,-3.534,0.062,-4.113,0.059,0,1.53788e+05,4.09122e+01,12.721058,2.87028e+04,1.14011e+02,14.206575,1.99498e+05,2.55155e+02,11.512074,2.694502,,,0,3784.34,2.3583,1.1877,14.72,40.049,307.39499167,41.33581389,J20293480+4120089,,,20 29 34.798,+41 20 08.93,15.43,9.454,8.819,8.488,O9.5V,,Cygnus OB2,N,6.9,31884,-3.92,18.4,4.5,2MASS J20293480+4120089
0.015166,308.1627354679922,41.0021571863964,0.001,0.001,0,2067771533186357888,308.16271913488,0.0219,41.00213764390,0.0276,0.5548,0.0282,-2.863,0.048,-4.539,0.052,0,4.37241e+06,6.98449e+03,9.086564,9.03932e+05,3.62416e+03,10.461048,5.26661e+06,2.21425e+04,7.958093,2.502955,,,0,3768.23,1.7408,0.8680,77.59,1093.728,308.1627375,41.00216111,BD+40 4223,,,20 32 39.057,+41 00 07.78,12.208,6.035,5.487,5.157,B0Ia,,Cygnus OB2,N,6.0,25094,-7.0,48.3,3.5,2MASS J20323904+4100078
0.008206,308.4092393519387,40.8947735419952,0.001,0.001,90,2067754731274151424,308.40922762836,0.0245,40.89475388068,0.0249,0.6271,0.0294,-2.058,0.052,-4.566,0.046,0,7.66077e+05,5.74470e+02,10.977685,1.65937e+05,4.10822e+02,12.301532,9.21005e+05,1.20772e+03,9.851265,2.450267,,,0,3780.89,,,28.42,148.681,308.40924167,40.894775,J20333822+4053412,,,20 33 38.218,+40 53 41.19,13.53,8.028,7.496,7.235,B0Ib,,Cygnus OB2,N,5.5,25094,-4.87,16.9,10.0,2MASS J20333821+4053411
0.071700,308.3279144605753,40.9938500102249,0.001,0.001,0,2067759056302388992,308.32790080478,0.0211,40.99383107662,0.0267,0.5856,0.0281,-2.394,0.045,-4.397,0.049,1,1.99411e+05,7.20594e+01,12.438993,4.11396e+04,1.55850e+02,13.815738,2.48775e+05,2.89342e+02,11.272404,2.543334,,,0,3551.50,2.1740,1.0710,19.10,52.280,308.3279,40.99386667,J20331870+4059379,,,20 33 18.696,+40 59 37.92,15.27,9.205,8.591,8.14,B0.5IIIe,,Cygnus OB2,N,7.0,23801,-4.11,13.4,12.3,2MASS J20331869+4059378
0.015196,307.9983762543354,41.2473483079043,0.001,0.001,0,2067827466541470080,307.99836207094,0.0184,41.24732960767,0.0216,0.5390,0.0239,-2.477,0.039,-4.343,0.040,0,2.85166e+05,5.74515e+01,12.050622,6.35776e+04,1.75359e+02,13.343128,3.43890e+05,4.02400e+02,10.920871,2.422257,,,0,3379.00,2.1977,1.0835,29.39,101.446,307.99837083,41.24734722,J20315961+4114505,,,20 31 59.609,+41 14 50.45,14.46,9.117,8.579,8.326,O7V,,Cygnus OB2,N,5.9,36872,-3.99,23.6,0.6,2MASS J20315961+4114504
0.024180,308.5668583837779,41.0387682834388,0.001,0.001,0,2067763080691028736,308.56684558220,0.0227,41.03874816715,0.0260,0.5732,0.0306,-2.243,0.052,-4.672,0.056,1,1.73458e+05,4.66437e+01,12.590378,3.39610e+04,1.19954e+02,14.023936,2.21382e+05,2.86848e+02,11.399065,2.624871,,,0,3464.00,2.4950,1.2450,19.79,50.821,308.56685833,41.038775,J20341605+4102196,,,20 34 16.046,+41 02 19.59,15.1,9.409,8.83,8.517,O9.5V,,Cygnus OB2,N,6.5,31884,-3.84,18.1,3.9,2MASS J20341604+4102196
0.009989,308.9459382757652,40.8836572744130,0.001,0.001,0,2064836554397669376,308.94592554645,0.0220,40.88364577758,0.0271,0.6623,0.0289,-2.235,0.048,-2.670,0.052,0,2.55803e+05,2.06684e+03,12.168601,7.81248e+04,1.83835e+03,13.119415,2.73248e+05,6.39243e+03,11.170528,1.948887,,,0,3862.00,1.3418,0.6530,14.50,42.123,308.94594167,40.88365833,J20354703+4053012,,,20 35 47.026,+40 53 01.17,13.78,9.539,9.164,8.968,B2V,,Cygnus OB2,N,4.1,22608,-2.95,9.8,17.8,2MASS J20354702+4053012
0.016969,305.8688814246220,39.3497317305432,0.001,0.001,0,2061239948782076288,305.86886515439,0.0198,39.34970168958,0.0240,0.6078,0.0267,-2.922,0.042,-6.977,0.051,0,1.83699e+06,1.99532e+03,10.028096,6.70605e+05,1.99939e+03,10.785222,1.66888e+06,5.79653e+03,9.205854,1.579368,,,0,4433.77,0.3403,0.1715,27.28,259.121,305.86887917,39.34973611,BD+38 4058,,,20 23 28.531,+39 20 59.05,11.457,8.157,7.912,7.775,B0V,5,Cygnus OB9,K,3.2,30110,-4.21,18.2,6.3,2MASS J20232852+3920591
0.010631,304.5205389217143,40.1018909638998,0.001,0.001,0,2062257035702363904,304.52053233959,0.0296,40.10188763409,0.0355,1.2846,0.0406,-1.169,0.063,-0.773,0.064,0,4.14824e+06,1.52362e+03,9.143705,2.86161e+06,3.25155e+03,9.209861,1.94869e+06,1.87210e+03,9.037565,0.172296,,,0,8600.75,0.8180,0.4010,,,304.52054167,40.10188889,HD 228821,a,,20 18 04.930,+40 06 06.80,9.254,8.874,8.951,8.928,B8,1,Cygnus OB9,K,-0.1,11800,-2.1,8.2,31.6,2MASS J20180493+4006069
0.016229,304.9022639736822,39.9116123686926,0.001,0.001,0,2061511635542137728,304.90224510003,0.0202,39.91159098796,0.0244,0.5608,0.0268,-3.362,0.043,-4.966,0.043,0,4.58501e+06,3.11055e+03,9.035015,1.59459e+06,3.20125e+03,9.844763,4.34649e+06,8.83097e+03,8.166574,1.678189,,,0,4129.30,,,58.20,887.171,304.90225833,39.91161111,HD 228929,,,20 19 36.542,+39 54 41.80,10.689,6.866,6.494,6.284,B0.5Ib,2,Cygnus OB9,K,4.1,22537,-5.6,20.5,7.9,2MASS J20193654+3954416
0.004907,304.6656225752594,40.2269136025721,0.001,0.001,0,2062282805506927360,304.66560682985,0.0277,40.22689071326,0.0355,0.5511,0.0363,-2.792,0.059,-5.316,0.061,0,2.59374e+07,3.01664e+04,7.153549,8.77045e+06,2.91874e+04,7.993834,2.50006e+07,1.04036e+05,6.267045,1.726789,,,0,4065.14,,,148.22,5405.281,304.66562083,40.22691389,HD 193426,,,20 18 39.749,+40 13 36.89,8.809,5.014,4.65,4.357,B9Ia,2,Cygnus OB9,K,3.5,10500,-6.71,15.4,11.2,2MASS J20183975+4013366
0.020080,306.0488889486815,39.6782110253029,0.002,0.001,90,2067442637474728960,306.04887403995,0.0463,39.67818643560,0.0455,0.7287,0.0501,-2.665,0.099,-5.711,0.086,0,3.51463e+06,3.56845e+03,9.323666,1.27856e+06,2.42206e+03,10.084588,3.34166e+06,4.82936e+03,8.452014,1.632574,,,0,4342.00,0.7735,0.3790,33.51,359.544,306.0488875,39.67820556,HD 229250,,,20 24 11.733,+39 40 41.54,10.887,7.267,6.984,6.817,O7,5,Cygnus OB9,K,3.9,36872,-5.28,33.9,3.2,2MASS J20241173+3940414
0.037165,306.0894920884397,39.7677528249129,0.001,0.001,0,2067443500765982080,306.08947324770,0.0250,39.76772940753,0.0313,0.6110,0.0337,-3.364,0.051,-5.439,0.052,0,3.23281e+06,1.37631e+03,9.414415,1.18146e+06,2.39303e+03,10.170341,2.97896e+06,4.56462e+03,8.576758,1.593582,,,0,4346.75,0.4287,0.2300,38.20,469.378,306.08947917,39.76775,BD+39 4168,,,20 24 21.475,+39 46 03.90,10.872,7.343,6.963,6.771,O7,5,Cygnus OB9,K,4.6,36872,-5.4,37.3,2.8,2MASS J20242147+3946039
0.015955,304.8662785605997,40.4616942143238,0.001,0.001,90,2062292112690915712,304.86626508577,0.0221,40.46168097383,0.0258,0.7929,0.0307,-2.381,0.045,-3.075,0.044,0,3.08544e+06,7.67540e+02,9.465074,1.60420e+06,1.78810e+03,9.838242,2.13229e+06,2.02350e+03,8.939804,0.898438,,,0,5465.00,,,15.73,198.901,304.86628333,40.46169167,HD 228919,,,20 19 27.908,+40 27 42.09,10.174,8.339,8.216,8.143,B1IV,2,Cygnus OB9,K,1.9,23653,-3.54,11.8,14.1,2MASS J20192790+4027420
0.018511,304.7407605421457,40.7051466448436,0.001,0.001,0,2068349876303403520,304.74073669917,0.0289,40.70512362728,0.0350,0.6645,0.0354,-4.198,0.062,-5.346,0.062,0,6.83090e+06,6.67733e+03,8.602170,2.44287e+06,4.35911e+03,9.381638,6.30991e+06,1.46544e+04,7.761862,1.619776,114.06,12.58,5,4175.66,0.5930,0.2593,57.84,916.477,304.74076667,40.70514444,HD 228882,,,20 18 57.784,+40 42 18.52,10.202,6.522,6.181,5.966,B05Ia,2,Cygnus OB9,K,4.0,22537,-5.9,23.0,6.9,2MASS J20185777+4042185
0.032381,304.8862992655455,40.6538205491066,0.001,0.001,0,2068301875748892800,304.88627766331,0.0249,40.65380033804,0.0292,0.5718,0.0350,-3.806,0.053,-4.694,0.054,0,3.58139e+06,9.33937e+03,9.303237,1.48597e+06,1.21536e+04,9.921364,2.98900e+06,2.35200e+04,8.573107,1.348257,,,0,4823.97,,,31.97,498.572,304.8862875,40.65381944,HD 228928,,,20 19 32.709,+40 39 13.75,10.406,7.596,7.295,7.148,B2Ib:nn,2,Cygnus OB9,K,2.9,17180,-4.37,10.6,20.0,2MASS J20193270+4039135
0.008390,305.8451680445667,40.1562562496530,0.001,0.001,0,2067468407275542144,305.84514786444,0.0231,40.15623798333,0.0281,0.4938,0.0303,-3.582,0.052,-4.243,0.052,0,4.11802e+06,1.62474e+03,9.151646,1.79789e+06,2.40835e+03,9.714481,3.30557e+06,4.58027e+03,8.463803,1.250678,,,0,4867.40,,,38.76,759.841,305.84516667,40.15625833,HD 229202,,,20 23 22.840,+40 09 22.53,10.309,7.604,7.429,7.312,O8V:,2,Cygnus OB9,K,3.0,34877,-4.66,25.0,3.5,2MASS J20232284+4009225
0.004734,304.8404677534525,40.8879045312221,0.001,0.001,0,2068355713159146112,304.84045412070,0.0259,40.88787878317,0.0339,0.9440,0.0354,-2.394,0.056,-5.980,0.065,0,8.40022e+06,5.14422e+03,8.377639,5.18101e+06,8.39369e+03,8.565352,4.66322e+06,6.71102e+03,8.090206,0.475146,,,0,7198.46,,,12.33,367.673,304.84046667,40.88790556,HD 228911,b,,20 19 21.712,+40 53 16.46,8.726,7.801,7.773,7.771,B2,1,Cygnus OB9,K,0.9,22608,-3.79,11.6,15.5,2MASS J20192172+4053164
0.007387,304.9173702093657,40.8886658876724,0.001,0.001,0,2068358466237594880,304.91735413875,0.0210,40.88863834716,0.0229,0.8915,0.0261,-2.822,0.044,-6.397,0.045,1,5.79108e+06,1.69929e+03,8.781467,3.49833e+06,3.82217e+03,8.991737,3.31899e+06,5.69223e+03,8.459406,0.532331,,,0,6901.00,1.3510,0.6685,11.76,282.379,304.91737083,40.88866389,HD 228941,,,20 19 40.169,+40 53 19.19,9.182,8.146,8.084,8.082,B3,1,Cygnus OB9,K,1.0,19262,-3.39,9.1,25.1,2MASS J20194017+4053191
0.010388,306.3421732375736,40.2169719926394,0.002,0.001,0,2067482739582531712,306.34217323757,1.4649,40.21697199264,1.5885,,,,,,,1,6.53593e+06,1.65902e+04,8.650098,2.81024e+06,4.44300e+03,9.229529,5.77194e+06,1.23951e+04,7.858615,1.370915,,,0,4566.86,,,,,306.342175,40.21696944,BD+39 4177,,,20 25 22.122,+40 13 01.09,9.89,6.857,6.633,6.512,O6.5,5,Cygnus OB9,K,3.3,37870,-5.51,39.3,2.8,2MASS J20252212+4013011
0.019032,306.3703934712578,40.2150334350077,0.001,0.001,90,2067482773947102208,306.37037576701,0.0202,40.21501516937,0.0220,0.6009,0.0269,-3.140,0.045,-4.242,0.041,0,8.01479e+05,3.02983e+02,10.928636,3.09691e+05,4.34425e+02,11.624066,7.13317e+05,7.62892e+02,10.128714,1.495353,,,0,4347.00,0.3980,0.1870,19.34,120.294,306.3703875,40.21503611,BD+39 4179,,,20 25 28.893,+40 12 54.13,12.202,9.074,8.752,8.642,B0III,7,Cygnus OB9,K,3.4,26248,-3.26,12.5,10.0,BD+39 4179
0.008963,305.6864974168914,40.7146209778296,0.001,0.001,90,2067563966005519232,305.68648786180,0.0287,40.71458711514,0.0299,0.9467,0.0357,-1.682,0.060,-7.865,0.057,1,1.09808e+07,4.99903e+03,8.086781,7.82492e+06,1.23276e+04,8.117689,4.83961e+06,1.06785e+04,8.049894,0.067795,,,0,9183.00,0.5920,0.2982,,,305.6865,40.71461944,HD 194194,,,20 22 44.760,+40 42 52.63,8.16,8.081,8.128,8.169,B2III,2,Cygnus OB9,K,-0.2,18428,-3.07,8.1,31.6,2MASS J20224475+4042528
0.010705,305.7815630487785,40.7691335042908,0.001,0.001,90,2067570253841405440,305.78154340766,0.0197,40.76911079073,0.0218,0.5744,0.0252,-3.455,0.040,-5.275,0.040,1,1.80295e+06,1.01806e+03,10.048409,8.06201e+05,1.15279e+03,10.585279,1.43311e+06,2.21565e+03,9.371219,1.214061,,,0,4888.00,,,21.81,244.596,305.7815625,40.76913056,NGC 6910 #14,c,,20 23 07.575,+40 46 08.87,10.88,8.491,8.237,8.149,B0.5V,3,Cygnus OB9,K,2.9,28032,-3.77,15.1,7.9,2MASS J20230757+4046089
0.022986,305.8106176799043,40.7553031423465,0.001,0.001,90,2067567264544133504,305.81059978291,0.0215,40.75527645249,0.0232,0.5873,0.0279,-3.149,0.045,-6.199,0.043,1,2.06104e+06,2.15495e+03,9.903151,8.61671e+05,2.20576e+03,10.513035,1.72120e+06,3.87469e+03,9.172342,1.340693,,,0,4907.67,0.1737,0.0515,22.57,266.157,305.81062083,40.75529722,BD+40 4148,,,20 23 14.549,+40 45 19.07,11.051,8.167,7.929,7.795,O9.5:V,4,Cygnus OB9,K,3.4,31884,-4.22,19.7,4.9,2MASS J20231454+4045193
0.019405,305.7936026338927,40.7645338824053,0.001,0.001,0,2067570185121916544,305.79358387110,0.0197,40.76451176774,0.0241,0.4500,0.0275,-3.301,0.041,-5.136,0.043,1,3.53554e+06,1.22458e+03,9.317225,1.55495e+06,2.26357e+03,9.872095,2.83785e+06,5.95254e+03,8.629445,1.242650,,,0,4946.00,,,37.81,770.777,305.7936,40.76453889,BD+40 4146,,,20 23 10.464,+40 45 52.34,10.288,7.731,7.467,7.361,B3,6,Cygnus OB9,K,2.8,19262,-4.31,11.3,17.8,2MASS J20231046+4045524
0.045033,305.7804164930813,40.7820259605426,0.001,0.001,90,2067570459999953024,305.78039539579,0.0238,40.78200341505,0.0240,0.6634,0.0283,-3.710,0.052,-5.236,0.043,0,1.53648e+06,1.54026e+03,10.222047,6.76238e+05,1.64622e+03,10.776138,1.23466e+06,2.71865e+03,9.533052,1.243087,,,0,5061.38,,,15.95,150.323,305.78042083,40.78201389,NGC 6910 #16,c,,20 23 07.301,+40 46 55.25,11.285,8.512,8.265,8.124,B3,3,Cygnus OB9,K,2.9,19262,-3.56,9.3,25.1,2MASS J20230730+4046552
0.002470,305.5226800761393,40.9856027272117,0.001,0.001,0,2068322006258582144,305.52267020585,0.0262,40.98557784587,0.0357,0.9497,0.0375,-1.731,0.060,-5.779,0.072,0,9.67811e+06,4.07581e+03,8.223889,6.62706e+06,9.91846e+03,8.298086,4.64871e+06,8.12090e+03,8.093590,0.204496,,,0,8591.00,0.8260,0.4227,,,305.52267917,40.98560278,HD 194092,,,20 22 05.443,+40 59 08.17,8.354,7.972,8.013,8.022,B0.5III,2,Cygnus OB9,K,0.5,23801,-3.49,11.7,14.1,2MASS J20220545+4059080
0.022973,306.2771782634496,40.5971640875725,0.001,0.001,0,2067597672911291904,306.27716052499,0.0183,40.59714065495,0.0220,0.5769,0.0227,-3.128,0.038,-5.442,0.043,0,2.16526e+06,9.61091e+02,9.849589,7.98638e+05,7.97112e+02,10.595513,1.96902e+06,2.01085e+03,9.026293,1.569221,85.59,3.00,2,4472.58,0.4303,0.2075,30.42,333.516,306.27717083,40.59716111,BD+40 4159,,o,20 25 06.521,+40 35 49.78,11.343,7.941,7.645,7.49,O9V,7,Cygnus OB9,K,3.9,32882,-4.59,22.8,4.5,2MASS J20250652+4035497
0.013012,305.7949305168301,40.8749554078377,0.001,0.001,90,2067571937468635264,305.79490959161,0.0249,40.87493661329,0.0267,0.5196,0.0314,-3.675,0.054,-4.365,0.051,0,1.10534e+07,1.20255e+04,8.079624,4.53226e+06,1.11120e+04,8.710601,9.30224e+06,2.08266e+04,7.340451,1.370150,,,0,4665.74,,,67.66,1954.350,305.79493333,40.87495833,HD 229196,,,20 23 10.784,+40 52 29.85,9.26,6.353,6.079,5.917,O5,2,Cygnus OB9,K,3.8,40862,-6.19,61.6,2.0,2MASS J20231078+4052298
0.005103,306.0214768696756,40.7676417351290,0.001,0.001,0,2067556613025129344,306.02145844695,0.0225,40.76761871865,0.0315,0.6233,0.0326,-3.241,0.047,-5.346,0.055,0,9.15546e+05,5.21877e+02,10.784165,3.14967e+05,5.90631e+02,11.605725,8.80726e+05,1.11410e+03,9.899817,1.705908,,,0,4186.05,0.7225,0.3420,22.40,138.777,306.021475,40.76764167,J20240515+4046035,,o,20 24 05.154,+40 46 03.51,12.308,8.653,8.325,8.158,B0.5V,7,Cygnus OB9,K,3.8,28032,-3.86,15.4,7.9,2MASS J20240515+4046035
0.013363,305.3576006897956,41.1943215826258,0.001,0.001,90,2068345478256426368,305.35759100751,0.0305,41.19429802818,0.0344,0.9941,0.0377,-1.692,0.064,-5.471,0.063,0,9.30574e+06,1.29282e+04,8.266488,4.68911e+06,1.50771e+04,8.673662,6.57063e+06,2.64680e+04,7.717903,0.955759,,,0,5402.45,,,22.38,384.364,305.35759583,41.19432222,HD 193945,,,20 21 25.823,+41 11 39.56,9.053,6.995,6.856,6.773,B0Vnn,2,Cygnus OB9,K,2.2,30110,-5.11,23.8,5.6,2MASS J20212582+4111394
0.485432,305.5720266501510,39.5725040538591,0.001,0.001,90,2061444565331033216,305.57201443125,0.0341,39.57248776621,0.0343,0.1820,0.0420,-2.188,0.072,-3.783,0.068,0,3.74653e+05,4.69453e+02,11.754293,6.52035e+04,2.62164e+02,13.315711,4.96725e+05,1.90784e+03,10.521630,2.794081,,,0,3866.00,,,,,305.572025,39.57263889,J20221729+3934215,,,20 22 17.286,+39 34 21.50,14.7,8.419,7.75,7.421,B5Ia,,Cygnus OB9,N,5.8,13400,-4.16,8.2,31.6,2MASS J20221729+3934210
0.014360,305.4631249253134,39.6309663318765,0.001,0.001,90,2061448619780253312,305.46310561141,0.0198,39.63093952139,0.0204,0.5815,0.0257,-3.455,0.042,-6.227,0.040,1,1.46793e+06,8.30072e+02,10.271599,5.44546e+05,6.54400e+02,11.011302,1.33976e+06,1.64151e+03,9.444349,1.566953,,,0,4308.50,0.3780,0.1820,27.79,239.700,305.46312083,39.63096389,J20215115+3937515,,,20 21 51.149,+39 37 51.47,11.789,8.269,7.975,7.834,B3V,,Cygnus OB9,N,3.1,19262,-3.88,9.9,21.9,2MASS J20215113+3937514
0.013346,306.0736129923320,39.3423786418840,0.001,0.001,90,2067240847027860608,306.07359938436,0.0396,39.34235595087,0.0409,0.7138,0.0501,-2.444,0.086,-5.270,0.081,0,6.36614e+05,4.05921e+02,11.178676,2.16538e+05,3.97730e+02,12.012550,6.11371e+05,6.73811e+02,10.296157,1.716394,,,0,4098.92,0.7913,0.3623,17.45,77.445,306.07360833,39.34237778,J20241767+3920326,,,20 24 17.666,+39 20 32.56,12.515,9.16,8.838,8.7,B1V,,Cygnus OB9,N,3.5,25953,-3.23,12.3,10.0,2MASS J20241766+3920325
0.048086,305.6643579321979,39.5950101841528,0.001,0.001,0,2061434532287382144,305.66433601744,0.0198,39.59498385009,0.0225,0.5564,0.0254,-3.922,0.043,-6.116,0.044,0,2.13015e+06,1.40974e+04,9.867339,7.06680e+05,1.10015e+04,10.728332,2.05139e+06,4.78124e+04,8.981800,1.746532,,,0,4162.89,0.4585,0.2257,38.96,410.614,305.66434167,39.59500556,J20223944+3935420,,,20 22 39.442,+39 35 42.02,11.719,8.329,8.047,7.914,B1III,,Cygnus OB9,N,3.1,21353,-3.82,11.1,17.8,2MASS J20223944+3935420
0.023685,305.9426658995897,39.6188386223783,0.001,0.001,0,2067436388299971840,305.94264257558,0.0194,39.61881770844,0.0244,0.5895,0.0246,-4.173,0.042,-4.857,0.044,0,1.38414e+06,5.24250e+02,10.335418,5.02453e+05,7.25701e+02,11.098650,1.27551e+06,1.37127e+03,9.497713,1.600937,,,0,4294.67,0.3097,0.1398,26.88,221.473,305.94265833,39.61884167,J20234624+3937078,,,20 23 46.238,+39 37 07.83,11.986,8.406,8.157,7.998,B0.7IV,,Cygnus OB9,N,3.2,25011,-3.86,13.7,11.2,2MASS J20234623+3937080
0.026046,306.1613423591322,39.5083591560106,0.001,0.001,0,2067250085498038656,306.16132789652,0.0298,39.50833667657,0.0369,0.5787,0.0416,-2.592,0.063,-5.221,0.067,1,1.68963e+05,5.28504e+01,12.618885,2.54388e+04,8.78534e+01,14.337647,2.30747e+05,4.59140e+02,11.354078,2.983568,,,0,3598.05,2.5350,1.2860,17.04,43.822,306.16133333,39.50836111,J20243872+3930301,,,20 24 38.720,+39 30 30.10,15.91,9.213,8.559,8.247,B0I:,,Cygnus OB9,N,6.5,25094,-3.97,13.9,11.2,2MASS J20243873+3930300
0.003202,304.6422091852203,40.4179077240737,0.007,0.006,0,2062293834983003904,304.64219225926,0.1917,40.41789071753,0.2255,0.3187,0.2428,-2.993,0.412,-3.950,0.431,0,9.92004e+05,2.06201e+03,10.697083,2.90129e+05,1.87046e+03,11.694910,1.05287e+06,6.38557e+03,9.705978,1.988932,,,0,3793.75,1.2970,0.6805,,,304.64220833,40.41790833,J20183413+4025045,,,20 18 34.130,+40 25 04.47,14.88,8.172,7.747,7.541,B0.2IV,,Cygnus OB9,N,4.6,27274,-4.52,17.9,7.9,2MASS J20183413+4025044
0.017445,305.4650047053154,39.9971106515225,0.001,0.001,0,2067509024781750016,305.46498594553,0.0210,39.99708552640,0.0251,0.6781,0.0294,-3.338,0.044,-5.836,0.046,0,7.14169e+05,7.22589e+02,11.053863,2.85753e+05,8.26508e+02,11.711411,6.17784e+05,1.48293e+03,10.284827,1.426584,,,0,4766.20,0.4693,0.2167,12.43,71.848,305.465,39.99711389,J20215160+3959496,,,20 21 51.600,+39 59 49.61,12.081,9.284,9.014,8.874,B1Ib,,Cygnus OB9,N,2.9,19979,-2.81,8.5,25.1,2MASS J20215160+3959496
