angDist,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val,_RAJ2000,_DEJ2000,Name,n_Name,o,RAJ2000,DEJ2000,Bmag,Jmag,Hmag,Ksmag,SpType,r_SpType,Field,st,AV,Teff,VMAG,Mass,Age,SimbadName
0.008094,305.5366396485986,39.9711320909803,0.001,0.001,90,2067505863691098880,305.53661923845,0.0210,39.97110749907,0.0219,0.6407,0.0277,-3.633,0.043,-5.712,0.043,0,8.09499e+05,5.52528e+02,10.917825,2.35727e+05,4.88483e+02,11.920366,8.50704e+05,1.40867e+03,9.937473,1.982893,,,0,4105.70,0.7020,0.3483,21.80,121.699,305.5366375,39.97113056,J20220879+3958161,,,20 22 08.793,+39 58 16.07,12.441,8.509,8.148,7.97,B1II,,Cygnus OB9,N,3.8,20666,-3.82,11.1,17.8,2MASS J20220878+3958160
0.008170,305.4337633975638,40.2146950565166,0.001,0.001,0,2067524692827856384,305.43375095959,0.0284,40.21467418213,0.0391,0.5121,0.0397,-2.206,0.063,-4.848,0.086,0,1.28367e+06,1.46858e+03,10.417232,2.44096e+05,6.41861e+02,11.882486,1.60916e+06,3.92579e+03,9.245420,2.637067,,,0,3886.08,1.2797,0.7012,41.15,347.841,305.4337625,40.21469722,J20214410+4012529,,,20 21 44.103,+40 12 52.91,13.2,7.106,6.476,6.137,B1Ia,,Cygnus OB9,N,6.2,19979,-5.91,20.5,7.9,2MASS J20214411+4012530
0.021937,304.7754194461260,40.6167793999347,0.001,0.001,0,2062343725324664064,304.77540006998,0.0291,40.61675900155,0.0451,0.5469,0.0400,-3.416,0.064,-4.738,0.079,0,6.39027e+05,7.02958e+02,11.174567,1.76694e+05,4.40011e+02,12.233336,6.94835e+05,1.11205e+03,10.157216,2.076119,,,0,4019.04,0.9960,0.4760,24.35,139.349,304.775425,40.616775,J20190610+4037004,,,20 19 06.102,+40 37 00.39,13.33,8.576,8.115,7.88,O9.7Iab,,Cygnus OB9,N,5.1,28315,-4.26,17.0,7.9,2MASS J20190609+4037002
0.030243,305.3198979867175,40.3878279577154,0.001,0.001,90,2067530289164331648,305.31987786176,0.0295,40.38780162345,0.0275,0.5806,0.0298,-3.560,0.060,-6.116,0.052,0,2.65878e+05,3.13110e+02,12.126661,6.82153e+04,3.30031e+02,13.266684,3.04134e+05,9.69558e+02,11.054256,2.212428,,,0,3546.00,1.8503,0.9155,22.36,71.204,305.3198875,40.38783056,J20211677+4023162,,,20 21 16.773,+40 23 16.19,14.08,9.404,8.902,8.654,B2III,,Cygnus OB9,N,4.8,18428,-3.14,8.1,31.6,2MASS J20211677+4023161
0.015827,305.1638974100333,40.5215672070879,0.001,0.001,0,2068285623592562944,305.16388044750,0.0188,40.52155169421,0.0262,0.4542,0.0254,-2.995,0.040,-3.603,0.050,0,3.08992e+05,1.38178e+02,11.963499,9.66396e+04,2.14392e+02,12.888500,3.21641e+05,5.60432e+02,10.993492,1.895008,,,0,4216.93,1.1277,0.5390,17.45,86.735,305.16389167,40.52156667,J20203933+4031176,,,20 20 39.334,+40 31 17.64,13.55,9.551,9.137,8.927,B1.5V,,Cygnus OB9,N,4.4,24280,-3.07,10.8,14.1,2MASS J20203933+4031175
0.014005,305.2055590556062,40.5507571667850,0.001,0.001,0,2068285722372121344,305.20554036510,0.0215,40.55073470216,0.0278,0.5392,0.0279,-3.298,0.044,-5.218,0.056,0,2.16340e+05,1.89647e+03,12.350526,5.44150e+04,1.57810e+03,13.512092,2.49924e+05,6.73753e+03,11.267402,2.244690,,,0,3525.00,1.6187,0.7593,22.15,68.264,305.20555417,40.55075833,J20204933+4033027,,,20 20 49.333,+40 33 02.73,14.57,9.524,9.061,8.808,B1.5V,,Cygnus OB9,N,5.0,24280,-3.25,11.2,14.1,2MASS J20204933+4033026
0.502983,304.9549914474959,40.8691185837355,0.001,0.001,0,2068357641603852928,304.95496921457,0.0252,40.86909697845,0.0273,0.4890,0.0317,-3.905,0.057,-5.018,0.058,0,4.97277e+05,3.64350e+02,11.446869,1.63188e+05,3.51366e+03,12.319666,5.99583e+05,1.52451e+04,10.317297,2.002369,,,0,3917.33,,,26.12,144.717,304.95481667,40.86916389,J20194916+4052090,,,20 19 49.156,+40 52 08.99,12.8,8.598,8.209,7.987,O9.5V,,Cygnus OB9,N,4.8,31884,-4.18,19.4,4.9,2MASS J20194914+4052088
0.007906,305.4528432662173,40.7167898371532,0.001,0.001,0,2068314726290388480,305.45282885912,0.0233,40.71677676550,0.0266,0.7870,0.0294,-2.536,0.049,-3.036,0.052,0,1.05180e+06,4.56675e+02,10.633534,4.23773e+05,3.03136e+02,11.283555,9.10319e+05,6.17795e+02,9.863935,1.419620,,,0,4538.84,0.4000,0.2200,14.89,84.791,305.45284167,40.71679167,J20214868+4043005,,,20 21 48.682,+40 43 00.45,11.694,8.873,8.629,8.484,B1V,,Cygnus OB9,N,3.1,25953,-3.4,12.9,10.0,2MASS J20214868+4043004
0.234992,305.5190046200050,40.7135210359944,0.001,0.001,0,2068314210894274176,305.51898470084,0.0180,40.71349991421,0.0228,0.5951,0.0234,-3.507,0.038,-4.906,0.044,0,9.21784e+05,2.18448e+02,10.776793,3.92348e+05,7.37349e+02,11.367209,8.03687e+05,4.60523e+03,9.999203,1.368007,,,0,4791.00,,,15.87,119.560,305.51892083,40.71353611,J20220454+4042487,,,20 22 04.541,+40 42 48.73,11.811,8.725,8.462,8.28,B1III,,Cygnus OB9,N,3.3,21353,-3.48,10.1,20.0,2MASS J20220450+4042487
0.021458,306.2746375836553,40.3367838884558,0.001,0.001,0,2067496071165897472,306.27463582594,0.0215,40.33676996508,0.0233,0.8064,0.0293,-0.311,0.043,-3.234,0.044,0,6.76366e+05,3.15552e+02,11.112911,2.48779e+05,3.97102e+02,11.861854,6.20061e+05,4.78757e+02,10.280834,1.581019,,,0,4345.00,0.7280,0.3490,13.26,56.419,306.27463333,40.33678889,J20250591+4020124,,,20 25 05.912,+40 20 12.44,12.516,9.265,9.018,8.885,B2III,,Cygnus OB9,N,2.6,18428,-2.66,7.8,31.6,2MASS J20250590+4020123
0.012716,305.8906379401707,40.7555355804704,0.001,0.001,0,2067567436342772736,305.89061819592,0.0224,40.75551310541,0.0292,0.5589,0.0309,-3.474,0.047,-5.220,0.050,0,6.07298e+05,7.41378e+02,11.229861,2.34595e+05,4.11021e+02,11.925592,5.45270e+05,7.79434e+02,10.420392,1.505200,,,0,4401.67,0.3275,0.1722,17.43,102.735,305.89063333,40.75553611,J20233375+4045199,j,,20 23 33.752,+40 45 19.93,12.461,9.366,9.055,8.906,B1III,,Cygnus OB9,N,3.4,21353,-2.86,8.9,21.9,2MASS J20233375+4045199
0.015573,305.4830463393306,41.1702580816529,0.001,0.001,90,2068341733044892032,305.48303407069,0.0262,41.17024609168,0.0273,0.7442,0.0329,-2.145,0.056,-2.785,0.053,0,5.78107e+05,3.45372e+02,11.283346,2.27907e+05,4.88587e+02,11.956996,5.14955e+05,3.03620e+02,10.482496,1.474500,,,0,4526.77,0.6345,0.3030,11.77,52.366,305.48304167,41.17025556,J20215593+4110129,,,20 21 55.930,+41 10 12.92,12.47,9.371,9.084,8.916,B1III,,Cygnus OB9,N,3.3,21353,-2.85,8.9,21.9,2MASS J20215593+4110128
0.020193,305.6573576841432,41.6747916984608,0.001,0.001,0,2068498409154126720,305.65732052481,0.0233,41.67477573585,0.0303,0.5827,0.0320,-6.446,0.048,-3.707,0.053,0,1.79169e+06,1.31896e+03,10.055206,5.07108e+05,7.71048e+02,11.088637,1.90255e+06,2.85370e+03,9.063581,2.025056,,,0,4094.00,,,36.00,328.070,305.65735833,41.67478611,J20223777+4140292,,,20 22 37.766,+41 40 29.23,11.783,7.509,7.08,6.829,O5If,,Cygnus OB9,N,5.2,38612,-5.42,40.1,2.5,2MASS J20223777+4140292
0.022925,306.8875422775340,38.7721103195267,0.001,0.001,0,2064154002493519616,306.88754056812,0.0207,38.77209864345,0.0245,0.5404,0.0257,-0.310,0.044,-2.712,0.046,0,6.99791e+06,3.37911e+03,8.575945,3.01848e+06,3.30673e+03,9.151918,5.68746e+06,8.86913e+03,7.874623,1.277295,,,0,5097.25,,,41.05,1024.729,306.88754167,38.77211667,BD+38 4098,,,20 27 33.010,+38 46 19.62,9.681,6.875,6.663,6.5,B9Ib,2,Field,K,1.9,10500,-4.38,8.2,31.6,2MASS J20273300+3846196
0.033230,308.4572905358486,38.2833445215132,0.001,0.001,90,2063937914095811072,308.45727094534,0.0211,38.28331836078,0.0225,0.6955,0.0267,-3.572,0.044,-6.076,0.042,0,1.94110e+06,4.99672e+02,9.968248,9.53142e+05,8.94189e+02,10.403495,1.41309e+06,1.46822e+03,9.386496,1.016999,,,0,5227.92,2.2100,1.1105,15.79,167.794,308.4573,38.28335,BD+37 3976,,,20 33 49.752,+38 17 00.06,10.852,8.686,8.553,8.447,B1.5Vn,2,Field,K,2.2,24280,-3.3,11.3,14.1,2MASS J20334974+3817001
0.021098,306.5871821851924,39.6694630481728,0.001,0.001,0,2067261561651899264,306.58716053459,0.0250,39.66943975581,0.0288,0.5615,0.0321,-3.871,0.052,-5.410,0.055,0,4.62193e+06,3.87880e+04,9.026306,1.76911e+06,4.16511e+04,9.732001,4.34224e+06,1.01991e+05,8.167636,1.564365,,,0,4373.50,,,48.79,784.595,306.587175,39.66946111,BD+39 4189,,,20 26 20.922,+39 40 10.06,10.36,7.115,6.803,6.584,B2p?e?,5,Field,K,3.8,22608,-5.3,18.6,8.7,2MASS J20262091+3940102
0.008312,306.8232136933945,39.7423891950042,0.001,0.001,0,2067267299727875584,306.82319504776,0.0320,39.74236631989,0.0354,0.5985,0.0418,-3.330,0.060,-5.313,0.060,1,2.07498e+06,8.66946e+02,9.895829,8.18795e+05,9.11817e+02,10.568451,1.81546e+06,2.07274e+03,9.114453,1.453998,,,0,4499.00,0.3630,0.2350,28.21,293.821,306.82321667,39.74238889,LS II +39 53,,,20 27 17.572,+39 44 32.60,10.822,8.096,7.833,7.702,O7V:,8,Field,K,3.6,36872,-4.36,25.6,2.0,2MASS J20271757+3944326
0.008773,309.1010814388721,39.1946405773757,0.001,0.001,0,2064410119980089088,309.10107502824,0.0252,39.19463117400,0.0296,1.1860,0.0325,-1.154,0.055,-2.184,0.056,1,7.99264e+06,3.47107e+03,8.431640,5.37997e+06,7.07664e+03,8.524439,3.89461e+06,6.87578e+03,8.285761,0.238678,,,0,8137.50,0.6630,0.3485,,,309.10107917,39.19463889,HD 196489,,,20 36 24.259,+39 11 40.70,8.614,8.164,8.176,8.179,B3V,16,Field,K,0.5,19262,-3.24,8.6,27.5,2MASS J20362425+3911406
0.008266,306.4794879775399,41.3365894021344,0.001,0.001,90,2067699824413986560,306.47948532352,0.0319,41.33657427233,0.0296,0.6808,0.0375,-0.463,0.063,-3.514,0.055,1,1.59780e+07,1.76374e+04,7.679560,1.02256e+07,3.40450e+04,7.827166,8.48894e+06,7.25508e+04,7.439786,0.387379,,,0,7497.44,,,21.86,1360.083,306.4794875,41.33659167,HD 194779,,,20 25 55.077,+41 20 11.73,7.974,7.182,7.155,7.128,B3II,2,Field,K,0.4,15541,-4.02,8.7,27.5,2MASS J20255508+4120118
0.034807,306.5897826013882,41.3793432870694,0.001,0.001,0,2067688485700304000,306.58974884806,0.0243,41.37932876139,0.0254,0.6963,0.0305,-5.882,0.049,-3.374,0.049,0,2.79238e+07,3.06021e+04,7.073429,1.11682e+07,3.97841e+04,7.731434,2.40611e+07,1.17491e+05,6.308630,1.422804,123.22,2.63,15,4799.59,0.3470,0.1890,74.30,2638.981,306.58977083,41.37934722,HD 194839,,,20 26 21.545,+41 22 45.65,8.342,5.24,4.961,4.724,B0.5Iae,2,Field,K,3.7,22537,-7.11,43.3,3.9,2MASS J20262154+4122454
0.018951,307.0633904567431,42.4275386961494,0.001,0.001,0,2068134337663554560,307.06339298984,0.0221,42.42752553303,0.0277,0.7323,0.0274,0.434,0.047,-3.057,0.050,0,1.89631e+06,5.22829e+03,9.993591,7.64589e+05,6.36775e+03,10.642818,1.62909e+06,1.59390e+04,9.232059,1.410759,,,0,4775.71,0.2897,0.1153,18.66,163.127,307.06338333,42.42753889,BD+41 3762,,,20 28 15.212,+42 25 39.14,11.123,8.288,8.002,7.852,B2V,2,Field,K,3.3,22608,-3.97,12.0,15.5,2MASS J20281521+4225390
0.038577,307.7849031039914,42.0450589749496,0.002,0.001,0,2068155125305302144,307.78488906991,0.0423,42.04504911540,0.0565,0.7437,0.0542,-2.421,0.084,-2.290,0.103,0,9.68215e+05,5.10965e+02,10.723436,2.24112e+05,3.71022e+02,11.975224,1.13266e+06,1.50939e+03,9.626668,2.348556,,,0,4076.89,1.6513,0.8513,21.02,109.974,307.7849,42.04506944,J20310838+4202422,,,20 31 08.376,+42 02 42.25,13.102,7.828,7.292,7.023,O9.7II,9,Field,K,5.7,28644,-5.19,22.5,6.3,2MASS J20310838+4202422
0.028953,307.9038396610017,42.0227115592824,0.001,0.001,0,2068142755799441536,307.90382594631,0.0276,42.02270056108,0.0298,0.5852,0.0350,-2.366,0.055,-2.554,0.056,0,1.73560e+06,1.28923e+03,10.089743,4.36631e+05,5.64516e+02,11.251102,1.93467e+06,2.82222e+03,9.045401,2.205701,,,0,3785.00,,,45.67,385.713,307.9038375,42.02271944,J20313693+4201218,,,20 31 36.921,+42 01 21.79,12.118,7.355,6.956,6.657,B0.7Ib,9,Field,K,4.8,21514,-5.27,16.9,10.0,2MASS J20313693+4201218
0.038216,308.0091794835973,42.2072536640086,0.001,0.001,0,2068151478876679168,308.00916471238,0.0200,42.20723750069,0.0286,0.6905,0.0274,-2.541,0.041,-3.754,0.053,0,2.37374e+06,2.78805e+03,9.749783,8.14452e+05,2.12607e+03,10.574224,2.26658e+06,9.12461e+03,8.873492,1.700732,,,0,4121.40,0.5500,0.2800,34.22,304.358,308.00918333,42.20726389,BD+41 3794,,,20 32 02.204,+42 12 26.15,11.399,7.544,7.251,7.04,B0.2III,7,Field,K,3.8,25269,-4.87,16.9,10.0,2MASS J20320220+4212261
0.060292,308.6205901555181,41.9380639291177,0.001,0.001,90,2067963015711183744,308.62057792941,0.0248,41.93804738121,0.0255,0.5871,0.0292,-2.112,0.051,-3.843,0.046,0,2.82182e+05,7.49974e+01,12.062040,6.24578e+04,1.93208e+02,13.362422,3.44310e+05,4.27396e+02,10.919546,2.442876,,,0,3395.00,2.0370,1.0068,26.41,83.452,308.6205875,41.93808056,J20342894+4156171,i,o,20 34 28.941,+41 56 17.09,14.09,9.019,8.453,8.207,O9V,15,Field,K,6.0,32882,-4.11,20.1,3.9,2MASS J20342893+4156170
0.028769,307.9256253678165,42.4314536275825,0.002,0.001,90,2068167494811203840,307.92560796367,0.0454,42.43143539003,0.0514,0.7615,0.0532,-2.984,0.099,-4.236,0.094,0,2.13964e+06,3.69378e+03,9.862512,3.12995e+05,1.23147e+03,11.612546,2.88659e+06,1.18735e+04,8.610955,3.001591,,,0,3572.00,,,47.20,326.722,307.92562917,42.43146111,J20314215+4225532,,,20 31 42.151,+42 25 53.26,13.575,6.245,5.476,5.057,B1Ib,7,Field,K,7.5,19979,-7.13,34.2,4.9,2MASS J20314215+4225532
0.037670,308.7942521680830,42.3396678468269,0.001,0.001,0,2067978546312956288,308.79425159995,0.0187,42.33965439775,0.0221,0.7462,0.0242,-0.098,0.041,-3.124,0.042,0,1.78095e+06,4.93161e+02,10.061734,5.56544e+05,6.51789e+02,10.987640,1.78617e+06,1.58698e+03,9.132115,1.855525,,,0,4121.25,0.7150,0.3760,27.43,195.587,308.7942625,42.339675,LS III +42 17,,,20 35 10.623,+42 20 22.83,11.692,7.845,7.504,7.318,B1III,7,Field,K,3.7,21353,-4.49,13.1,14.1,2MASS J20351062+4220226
0.333519,309.5849851455665,41.9489534397045,0.007,0.006,90,2066403427185678208,309.58495294920,0.2111,41.94894654220,0.1998,-0.1388,0.2464,-5.562,0.424,-1.602,0.361,0,2.72272e+05,2.20734e+02,12.100858,4.54906e+04,8.28043e+02,13.706583,5.77353e+05,5.18719e+03,10.358315,3.348268,,,0,4001.46,,,,,309.58505417,41.94903056,J20382040+4156563,,,20 38 20.413,+41 56 56.51,15.34,7.84,7.082,6.686,B0II,7,Field,K,7.6,25671,-5.67,24.3,6.3,2MASS J20382040+4156563
0.586117,309.5851770508679,41.9491652999025,0.010,0.007,90,2066403431480233088,309.58518218188,0.4552,41.94914168918,0.3087,3.4485,0.4588,0.886,0.638,-5.484,0.461,0,1.61348e+05,5.21028e+02,12.668956,4.59341e+04,2.48492e+03,13.696052,4.95746e+05,2.73310e+04,10.523771,3.172280,,,0,3749.50,,,2.44,1.058,309.58505417,41.94903056,J20382040+4156563,,,20 38 20.413,+41 56 56.51,15.34,7.84,7.082,6.686,B0II,7,Field,K,7.6,25671,-5.67,24.3,6.3,2MASS J20382040+4156563
0.037844,309.7465740055504,42.0442884955242,0.001,0.001,90,2066408379284191872,309.74656455156,0.0252,42.04427273671,0.0265,0.7018,0.0333,-1.631,0.058,-3.660,0.053,0,5.08093e+05,4.50409e+02,11.423508,1.35327e+05,2.81340e+02,12.522925,5.60260e+05,1.03693e+03,10.390946,2.131979,,,0,4048.50,1.5168,0.7195,16.51,65.998,309.7465875,42.04429167,J20385918+4202395,,,20 38 59.181,+42 02 39.45,13.27,8.684,8.186,7.906,B0Ib,7,Field,K,5.4,25094,-4.19,15.2,10.0,2MASS J20385918+4202395
0.018385,308.4003314084185,43.9853784838062,0.001,0.001,0,2069819545390584192,308.40031573664,0.0250,43.98538207612,0.0280,0.6057,0.0304,-2.619,0.050,0.834,0.052,0,4.21346e+06,1.86794e+03,9.126769,1.19267e+06,1.80914e+03,10.160084,4.45966e+06,6.57899e+03,8.138666,2.021418,78.41,17.36,7,4059.56,,,54.60,729.580,308.40032917,43.98538333,BD+43 3654,f,,20 33 36.079,+43 59 07.38,11.245,6.636,6.198,5.973,O4If,13,Field,K,5.1,40422,-6.27,64.6,2.0,2MASS J20333607+4359075
0.012187,310.5285912304140,43.1843671311233,0.001,0.001,0,2066586087851786880,310.52857268594,0.0228,43.18434461252,0.0272,0.6241,0.0308,-3.141,0.049,-5.230,0.054,0,5.34177e+06,2.00011e+03,8.869152,2.32309e+06,2.67670e+03,9.436222,4.30800e+06,7.23728e+03,8.176231,1.259991,,,0,4939.51,,,33.62,606.275,310.52859583,43.18436667,BD+42 3835,,,20 42 06.863,+43 11 03.72,9.975,7.294,7.049,6.928,O9p...,2,Field,K,3.4,32882,-5.09,27.0,4.5,2MASS J20420687+4311038
0.011696,313.2216916658987,42.6077427479427,0.001,0.001,90,2065970601862601728,313.22168514975,0.0299,42.60772775515,0.0292,1.2423,0.0323,-1.114,0.062,-3.482,0.053,0,9.58959e+06,2.73632e+03,8.233866,5.04209e+06,5.76684e+03,8.594861,6.48475e+06,8.68346e+03,7.732186,0.862675,,,0,5583.33,,,16.86,248.941,313.22169583,42.60774167,HD 199021,,,20 52 53.207,+42 36 27.87,8.919,7.18,7.067,6.999,B0V,17,Field,K,2.0,30110,-4.86,22.7,5.6,2MASS J20525320+4236276
0.020498,307.4247967989108,38.9928170983574,0.001,0.001,0,2064172075715712896,307.42478078097,0.0207,38.99279860509,0.0232,0.5718,0.0275,-2.892,0.043,-4.295,0.044,0,4.44396e+05,1.47855e+02,11.568939,1.24051e+05,2.18459e+02,12.617384,4.82666e+05,5.05900e+02,10.552804,2.064580,,,0,3800.34,1.4703,0.7040,23.34,102.346,307.4248,38.99282222,J20294195+3859342,,,20 29 41.952,+38 59 34.16,13.44,9.054,8.587,8.407,B0.2V,,Field,N,4.7,29279,-3.73,15.8,6.3,2MASS J20294194+3859341
0.009712,307.5530465421755,39.0726641589460,0.001,0.001,90,2064173480165144576,307.55303151060,0.0286,39.07264686142,0.0317,0.6053,0.0384,-2.710,0.074,-4.017,0.063,0,2.06534e+05,5.30371e+01,12.400886,4.91171e+04,1.21393e+02,13.623307,2.42856e+05,2.43436e+02,11.298550,2.324758,,,0,3722.92,2.0550,1.0130,16.09,44.781,307.55305,39.07266389,J20301273+3904216,,,20 30 12.732,+39 04 21.59,14.58,9.593,9.119,8.885,B1V,,Field,N,4.9,25953,-3.21,12.3,10.0,2MASS J20301273+3904215
0.022234,306.8563772770887,39.4901574506877,0.001,0.001,0,2067208991252200704,306.85636367719,0.0209,39.49013723797,0.0254,0.6283,0.0295,-2.438,0.045,-4.695,0.049,0,8.57968e+05,3.75778e+02,10.854688,2.57467e+05,4.94601e+02,11.824585,8.89726e+05,7.84948e+02,9.888779,1.935806,,,0,3902.95,0.9385,0.4310,27.03,152.702,306.85637083,39.49016111,J20272553+3929246,,,20 27 25.529,+39 29 24.58,12.76,8.488,8.126,7.917,O9.5V,,Field,N,4.6,31884,-4.23,19.7,4.9,2MASS J20272552+3929245
0.014004,307.9105550585898,41.8829045858012,0.001,0.001,0,2068138563911308544,307.91053705519,0.0192,41.88288634485,0.0242,0.5488,0.0255,-3.113,0.040,-4.237,0.043,0,2.36358e+05,4.75309e+01,12.254441,6.63136e+04,1.29044e+02,13.297380,2.58902e+05,2.11775e+02,11.229080,2.068300,,,0,4258.43,1.5080,0.7285,12.25,44.448,307.91055,41.88290556,J20313853+4152585,,,20 31 38.532,+41 52 58.46,14.01,9.627,9.216,8.968,B1.5V,,Field,N,4.6,24280,-3.05,10.8,14.1,2MASS J20313853+4152584
0.022816,306.6677158474268,42.5561302714931,0.001,0.001,0,2068896398002121984,306.66769124798,0.0203,42.55610799108,0.0279,0.3410,0.0294,-4.209,0.042,-5.175,0.051,0,4.55125e+05,1.19424e+02,11.543038,1.73542e+05,2.78179e+02,12.252876,4.18619e+05,2.83560e+02,10.707374,1.545503,,,0,4480.00,0.4260,0.1820,23.48,200.007,306.6677125,42.55613611,J20264025+4233221,,,20 26 40.251,+42 33 22.09,12.796,9.504,9.172,8.991,B2II,,Field,N,3.3,17804,-2.61,7.8,31.6,2MASS J20264024+4233220
0.024388,307.1700413523910,43.1495697527662,0.001,0.001,0,2069010545355048960,307.17002237186,0.0218,43.14956213396,0.0256,0.6311,0.0264,-3.216,0.045,-1.770,0.049,0,2.40192e+06,8.74822e+02,9.736971,1.03014e+06,8.11893e+02,10.319142,1.97517e+06,1.56166e+03,9.022909,1.296233,,,0,4983.00,,,21.80,263.964,307.17005,43.14957222,BD+42 3760,,,20 28 40.812,+43 08 58.46,10.862,8.065,7.838,7.725,O8.5V,,Field,N,3.2,33879,-4.28,21.9,3.5,2MASS J20284079+4308584
0.013246,308.2321360612781,43.1328464734950,0.001,0.001,0,2069758144538359680,308.23212230581,0.0222,43.13283156044,0.0239,0.6725,0.0278,-2.331,0.044,-3.464,0.045,0,8.58597e+05,4.93703e+02,10.853892,2.36351e+05,4.43473e+02,11.917493,9.27230e+05,9.22494e+02,9.843951,2.073542,,,0,4107.80,1.2627,0.6080,21.36,117.014,308.2321375,43.13285,J20325571+4307583,,,20 32 55.713,+43 07 58.26,15.13,8.348,7.938,7.722,O9.5V,,Field,N,4.9,31884,-4.46,21.2,4.9,2MASS J20325571+4307582
0.007300,309.4301338324873,42.5426131038247,0.001,0.001,0,2069458424539634432,309.43011975000,0.0221,42.54259868402,0.0271,0.6529,0.0269,-2.410,0.045,-3.349,0.047,0,1.78633e+05,4.84213e+01,12.558460,4.37551e+04,1.20068e+02,13.748816,2.09335e+05,2.21971e+02,11.459816,2.289000,,,0,3459.00,1.9580,0.9565,17.72,40.506,309.43013333,42.54261111,J20374323+4232334,,,20 37 43.232,+42 32 33.40,14.62,9.703,9.173,8.896,B1III,,Field,N,5.4,21353,-3.1,9.7,20.0,2MASS J20374323+4232334
0.005460,311.5953830315175,42.2086320605503,0.001,0.001,90,2066286574014198784,311.59537992239,0.0246,42.20861012991,0.0260,0.6147,0.0280,-0.535,0.056,-5.094,0.050,1,7.25865e+05,3.80024e+02,11.036225,2.44097e+05,5.10170e+02,11.882481,7.10769e+05,6.82732e+02,10.132599,1.749882,,,0,4103.21,0.6455,0.3325,21.56,118.763,311.59538333,42.20863056,J20462289+4212311,,,20 46 22.892,+42 12 31.07,13.052,8.808,8.468,8.221,B3V,,Field,N,4.0,19262,-3.59,9.3,25.1,2MASS J20462289+4212308
0.008454,311.3379265794230,42.3976014183328,0.001,0.001,0,2066304642937259648,311.33791517220,0.0288,42.39758259196,0.0334,0.3444,0.0375,-1.957,0.063,-4.373,0.069,0,1.42971e+05,4.92408e+01,12.800249,3.09590e+04,9.07007e+01,14.124419,1.75152e+05,2.65313e+02,11.653379,2.471040,,,0,3431.75,1.7110,0.8883,30.88,119.143,311.33792917,42.39760278,J20452110+4223514,,,20 45 21.103,+42 23 51.37,15.28,9.769,9.217,8.939,B2V,,Field,N,5.6,22608,-3.15,10.2,17.8,2MASS J20452110+4223513
0.034704,308.8427879324277,43.9251252957523,0.001,0.001,0,2069898882026862848,308.84277505934,0.0342,43.92511538056,0.0347,0.6220,0.0403,-2.153,0.071,-2.303,0.072,0,5.03922e+05,4.37889e+02,11.432458,1.02259e+05,2.18486e+02,12.827135,6.18141e+05,7.13429e+02,10.284201,2.542934,,,0,3843.65,2.0000,0.9953,22.01,95.262,308.842775,43.92512778,J20352227+4355305,,,20 35 22.266,+43 55 30.46,13.98,8.416,7.887,7.588,B0.2IV,,Field,N,5.8,27274,-4.61,18.1,7.9,2MASS J20352227+4355304
0.028260,311.6177396688950,42.3949265526189,0.001,0.001,0,2066290181786770944,311.61773762972,0.0284,42.39491402929,0.0344,0.5790,0.0376,-0.350,0.062,-2.909,0.063,0,4.86380e+05,3.88677e+02,11.470926,1.25229e+05,3.58521e+02,12.607121,5.46209e+05,7.24636e+02,10.418523,2.188599,,,0,3978.39,1.5528,0.7915,20.72,96.879,311.61772917,42.39492778,J20462826+4223417,,,20 46 28.255,+42 23 41.74,13.5,8.793,8.327,8.085,O9V,,Field,N,5.4,32882,-4.16,20.4,3.9,2MASS J20462825+4223416
